date,headlines
2017-01-12," 'Timing is everything': Amazon says it plans to create 100,000 new U.S. jobs in the next 18 months "
2017-01-10, Yahoo would get new name ‘Altaba’ and half its board if and when it sells its internet business 
2016-12-28," World’s wealthiest gained $237 billion this year, with Warren Buffett making $11 billion of it "
2016-12-15," Montreal's Caisse sees potential unicorn in airfare app Hopper, makes $40 million bet on company "
2016-12-05, Canada has become the trading nation that's forgotten how to trade — so what's next? 
2016-11-16, Snapchat filing for IPO with estimated value of US$25 billion — biggest tech listing in years 
2016-11-11," Move over Black Friday, China’s Singles’ Day rakes in record $15 billion in sales — with hours to go "
2016-10-28, Vancouver's Idea Labs is designed to match Canadian tech startups with China's hunger for new technology 
2016-10-13, 4 TSX Small Cap Stocks That Could Get an Alibaba Boost 
2016-10-07," Thomson Reuters launches new technology centre in Toronto, moves top executives north "
2016-10-06, How Mitch Garber helped save Caesars Entertainment from ruin 
2016-10-05, Can a partnership with Alibaba inspire Canadian businesses to look beyond their backyard? 
2016-09-15, East Coast lobster boom brings surge in expensive truck sales and a boat shortage: 'Everybody is a winner' 
2016-08-29, Trudeau heads to China to woo trade and revive oilsands investment amid weak growth 
2016-08-24," Sears Canada's new logo 'bold, confident' and not blue-and-white "
2016-07-25, Marissa Mayer's 'plan to stay' means finding a home for the rest of Yahoo 
2016-07-25," How did Yahoo, the first Internet trailblazer, become such a tech train wreck: Blame its nice guy founders "
2016-07-25, Verizon Communications Inc to buy Yahoo's core business for US$4.83 billion 
2016-07-24, Verizon said to announce $4.8 billion deal to buy Yahoo tomorrow 
2016-07-22," Verizon Communications Inc. said to be nearing US$5 billion deal to buy Yahoo! Inc, beating out rival bidders "
2016-07-18, Japan’s SoftBank just bought Britain’s biggest tech company ARM for $32.2 billion 
2016-07-13, Amazon's Prime Day orders jump 60 per cent over last year 
2016-07-12, #PrimeDayFail — Amazon.com shoppers furious over checkout snafus during site’s biggest sale ever 
2016-06-21," Powerful storm poised to hit Asian bank profits, McKinsey says "
2016-06-16, 5 reasons Yahoo Inc was upgraded to buy at Citi 
2016-05-19, CPP investment chief Mark Wiseman to make surprise exit after nearly four years at helm 
2016-05-13," Chinese tycoons, Communist Party officials' personal information leaked on Twitter "
2016-05-13, Apple Inc just slammed Uber by investing $1 billion in its massive Chinese rival Didi 
2016-05-05, A bunch of Canadian earnings and oil on the rise: What you need to know before markets open 
2016-04-19, Yahoo Inc revenue falls more than 11% as it attempts to sell off its core business 
2016-04-18, Verizon Communications Inc is leading the bid for Yahoo Inc's core assets: report 
2016-04-12," FP Watchlist: More orders for Bombardier, Alibaba Group makes push outside China, Bank of Canada "
2016-03-30," Ka-ching! At $1,610 a square foot, Toronto’s Yorkdale Shopping Centre crowned Canada’s most profitable mall "
2016-03-29, Five things you should know before you start your workday on March 29 
2016-03-28," eBay aims to transform shopping experience to compete with online giants Alibaba, Amazon "
2016-03-24," Yahoo Inc activist investor Starboard launches proxy fight, seeks to replace entire board "
2016-03-22," Citi downgrades Yahoo Inc, outlines possible outcomes "
2016-03-11, Yahoo carries on with core business plans while also exploring sale 
2016-03-07, How to read between the lines of China's latest Five-Year Plan 
2016-03-01, Forbes billionaires list 2016 reveals the richest Canadians on the planet 
2016-02-22," Yahoo Inc may have started approaching potential bidders today, sources say "
2016-02-19, Yahoo Inc forms committee to explore strategic options amid focus on returning 'iconic company to greatness' 
2016-02-16, Apple Pay to launch in China on Thursday with as many as 21 lenders 
2016-02-16, DHX Media Ltd raises dividend after Q2 revenue rises 27% 
2016-02-08, Verizon Communications Inc taps AOL chief Tim Armstrong to explore possible bid for Yahoo Inc: sources 
2016-02-02," Yahoo Inc exploring strategic options, cutting 15% of staff as CEO Mayer tries to save her own job "
2016-02-02, Five things you should know before you start your workday on Feb. 2 
2016-02-01, Marissa Mayer to make the case that Yahoo can be turned around 
2016-02-01, Chinese online lender Ezubao accused of fleecing investors of US$7.6 billion in mass Ponzi scheme 
2016-01-15, China takes centre stage at the World Economic Forum in Davos 
2016-01-13, Five things you should know before you start your workday on Jan. 13 
2016-01-12, China's richest man Wang Jianlin buys 'Godzilla' film company Legendary Entertainment for US$3.5B in cash 
2016-01-11, Yahoo Inc’s brain drain shows a loss of faith inside the company 
2016-01-08, Chinese hoverboard booth raided by U.S. marshals at CES after Silicon Valley startup accuses it of being ‘a knockoff’ 
2016-01-06," Netflix Inc shares jump as streaming service launches in 130 new countries, including India "
2016-01-05," Yahoo Inc shuts down Screen, its video service that aimed to compete with Netflix, YouTube "
2015-12-30," Before you throw out those newsletters, take a second look "
2015-12-23, Halifax-based DHX Media grows up and takes things to the next global level 
2015-12-14," Yahoo Inc shareholder names former execs Levinsohn, Reses as potential replacements for CEO Marissa Mayer "
2015-12-14," FP Watchlist: Oil falls lower, Newell Rubbermaid buys Jarden, Alibaba acquires SCMP "
2015-12-10, Yahoo Inc CEO Marissa Mayer announces birth of identical twin girls 
2015-12-09, Yahoo Inc scraps Alibaba Group Holding Ltd spinoff plan in defeat for CEO Marissa Mayer 
2015-12-07, Verizon Communications Inc says it would explore buying Yahoo Inc if a deal made sense 
2015-12-02, Yahoo Inc shares jump on report that it's weighing sale of core Internet businesses 
2015-11-25," Farewell Goldman Sachs, hello Uber: How the tech world is raiding Wall Street talent "
2015-11-11, Alibaba Group Holding Ltd's Singles' Day smashes sales records with US$9-billion sold before lunchtime 
2015-11-06," Alibaba Group Holding Ltd to buy 'China's YouTube' for US$3.7B, continuing push into Chinese digital media "
2015-10-27, All eyes on Apple Inc: What you need to know before markets open 
2015-10-26," Alibaba Group Holding Ltd stock is no sure thing, and 4 other things we've learned since its US$25-billion IPO "
2015-10-20, Yahoo Inc revenue falls 8.3% amid sluggish demand for ads 
2015-10-16, What you need to know before markets open 
2015-10-09, Five things you should know before you start your workday on Oct. 9 
2015-10-05, Canadian CFOs are among the most optimistic in the world 
2015-09-21," FP Watchlist: Bullish report for oil, Alibaba lockup expires, Volkswagen plunges on emissions cheat "
2015-09-21, What you need to know before markets open 
2015-09-16," DHX Media, Alibaba ink deal to sell children’s TV programs like ‘Teletubbies’ in China "
2015-09-14," Think you're ready for venture capital? First take a look at your sales, cash flow and forecasts "
2015-09-14, Alibaba Group Holding fires back at brutal Barron's story predicting the stock will tank 50% 
2015-09-14, Fed Week! What you need to know before markets open 
2015-09-08, Explosion of mobile startups worth $1 billion a sign of a bubble: 'A high-stakes game of Russian roulette' 
2015-09-08, Jonathan Chevreau: Why fund investors should get active with their ETFs 
2015-09-02, OpenText's CEO on how companies can remain true to their culture in the fast-paced digital age 
2015-09-02," As Microsoft takes on the Feds in privacy fight, Apple and Amazon watch nervously "
2015-09-01, Yahoo Inc CEO Marissa Mayer expecting identical twin girls in December 
2015-08-31, Five things you should know before you start your workday on Aug. 31 
2015-08-31, Hedge funds dump Alibaba for smaller rival 
2015-08-25, What you need to know before markets open 
2015-08-24, Expect a bloodbath: What you need to know before North American markets open 
2015-07-21, Yahoo Inc reports quarterly loss as it spends more to attract eyeballs 
2015-07-10, Mercedes vs. Google: How two competing visions are racing to bring driverless cars to market 
2015-07-01, Toyota is playing the long game with new five-year shares 
2015-06-22, 5 things you should know before you start your workday 
2015-06-18, 'Let's go see the guy': How JPMorgan vice chairman Jimmy Lee mastered Wall Street 
2015-06-12, Investors beware: Bubbling tech sector now rife with risk 
2015-06-04, Tech boom lures Indian engineers back home 
2015-05-21, Bubble trouble? Why frothy markets may not be ready to pop 
2015-05-20," FP Watchlist: Yahoo, UBS and Valeant "
2015-05-20, What you need to know before markets open 
2015-05-19, 5 things you should know as you start your workday 
2015-05-18," Dow, S&P close at record highs as rate-hike angst abates; TSX closed for Victoria Day "
2015-05-15, Netflix Inc eyes piece of massive Chinese market with a little help from billionaire Jack Ma 
2015-05-12, 5 things you should know today 
2015-05-12, China's rate cut might not ease economic concerns 
2015-05-11, Etsy Inc stock is getting crushed after analysts warn online marketplace has a big problem with fake stuff 
2015-05-11, What you need to know before markets open 
2015-05-08, It's jobs day! What you need to know before markets open 
2015-05-07, Alibaba Group Holding Ltd shares leap after Jack Ma appoints new CEO 
2015-05-07, Bonds are taking a beating! What you need to know before markets open 
2015-05-05, From Cara Operations Ltd to Shopify Inc: Why dual class shares are suddenly cool again 
2015-04-21, Yahoo Inc's revenue misses estimates as CEO’s turnaround sputters 
2015-04-21, 'Warren Buffett of the East': The high-flying Chinese billionaire who's buying a stake in Cirque du Soleil 
2015-04-16, Etsy Inc shares more than double their value in stock-market debut 
2015-04-10," Waterloo-based instant messaging service Kik says it's 'exploring partnerships,' not just a sale "
2015-04-09, Messaging app maker Kik Interactive Inc said to explore potential sale or corporate investment 
2015-03-31, Canada Pension Plan Investment Board teams up on $2.9 billion stake in U.K.'s top ports manager 
2015-03-19," Yahoo Inc leaving China in new cost-cutting move, affecting as many as 300 jobs "
2015-03-18," FP Watchlist: FedEx Corp, Alibaba Group Holding Ltd, Lionsgate "
2015-03-18, Alibaba Group Holding Ltd shares drop as IPO lock-up period ends 
2015-03-13, Snapchat COO Emily White resigns 
2015-03-13, 5 things you should know as you start your workday 
2015-03-12, Snapchat valuation swells to US$15-billion as Alibaba plans major investment 
2015-03-11," Amazon launches store selling exclusive products from 'Shark Tank,' Kickstarter campaigns "
2015-03-06, CPPIB buys 40 student residences in U.K for $2.1 billion as university enrollment hits record 
2015-03-06, 5 things you should know before you start your workday 
2015-03-05," FP Watchlist: Canadian Natural Resources, Bombardier and Alibaba "
2015-03-05, Investors shouldn't be surprised by fake orders on Alibaba – analyst 
2015-03-04, China has hundreds of billionaires. Meet the country's 21 richest 
2015-03-02, Top 10 richest Canadians: Forbes list reveals familiar faces and new kids on billionaires' block 
